group1,group2,meandiff,lower,upper,reject
Peer evaluate,Review supervision contract,2.4732,2.1302,2.8162,True
Peer evaluate,Schedule contacts,2.1325,1.7895,2.4755,True
Peer evaluate,Schedule direct observations,2.4038,2.0608,2.7468,True
Peer evaluate,Schedule standing appointments,1.9874,1.6444,2.3304,True
Peer evaluate,Seek mentorship,1.4385,1.0955,1.7815,True
Peer evaluate,Self-assess interpersonal skills,2.2681,1.9252,2.6111,True
Peer evaluate,Send agenda,0.4132,0.0703,0.7562,True
Peer evaluate,Supervision fidelity,0.5268,0.1838,0.8698,True
Peer evaluate,Supervision schedule,1.0852,0.7422,1.4281,True
Peer evaluate,Supervision termination clause,2.6467,2.3037,2.9897,True
Peer evaluate,Supervisory study groups,0.1388,-0.2042,0.4818,False
Peer evaluate,Take baseline,0.9779,0.6349,1.3209,True
Peer evaluate,Training and supervision,2.2849,1.7212,2.8486,True
Peer evaluate,Written evaluation system,1.4543,1.1113,1.7972,True
Peer evaluate,Written supervision contract,2.6782,2.3353,3.0212,True
Performance expectations,Positive and corrective feedback,0.1672,-0.1758,0.5102,False
Performance expectations,Practice skill set,-0.489,-0.8319,-0.146,True
Performance expectations,Professional groups,-1.6688,-2.0117,-1.3258,True
Performance expectations,Return communications within 48,0.2555,-0.0874,0.5985,False
Performance expectations,Review literature,-0.2744,-0.6174,0.0685,False
Performance expectations,Review supervision contract,0.1388,-0.2042,0.4818,False
Performance expectations,Schedule contacts,-0.2019,-0.5449,0.1411,False
Performance expectations,Schedule direct observations,0.0694,-0.2736,0.4124,False
Performance expectations,Schedule standing appointments,-0.347,-0.69,-0.004,True
Performance expectations,Seek mentorship,-0.8959,-1.2389,-0.5529,True
Performance expectations,Self-assess interpersonal skills,-0.0662,-0.4092,0.2767,False
Performance expectations,Send agenda,-1.9211,-2.2641,-1.5782,True
Performance expectations,Supervision fidelity,-1.8076,-2.1505,-1.4646,True
Performance expectations,Supervision schedule,-1.2492,-1.5922,-0.9062,True
Performance expectations,Supervision termination clause,0.3123,-0.0307,0.6553,False
Performance expectations,Supervisory study groups,-2.1956,-2.5386,-1.8526,True
Performance expectations,Take baseline,-1.3565,-1.6994,-1.0135,True
Performance expectations,Training and supervision,-0.0495,-0.6132,0.5142,False
Performance expectations,Written evaluation system,-0.8801,-1.2231,-0.5372,True
Performance expectations,Written supervision contract,0.3438,0.0009,0.6868,True
Positive and corrective feedback,Practice skill set,-0.6562,-0.9991,-0.3132,True
Positive and corrective feedback,Professional groups,-1.836,-2.1789,-1.493,True
Positive and corrective feedback,Return communications within 48,0.0883,-0.2546,0.4313,False
Positive and corrective feedback,Review literature,-0.4416,-0.7846,-0.0987,True
Positive and corrective feedback,Review supervision contract,-0.0284,-0.3714,0.3146,False
Positive and corrective feedback,Schedule contacts,-0.3691,-0.7121,-0.0261,True
Positive and corrective feedback,Schedule direct observations,-0.0978,-0.4408,0.2452,False
Positive and corrective feedback,Schedule standing appointments,-0.5142,-0.8572,-0.1712,True
Positive and corrective feedback,Seek mentorship,-1.0631,-1.4061,-0.7201,True
Positive and corrective feedback,Self-assess interpersonal skills,-0.2334,-0.5764,0.1095,False
Positive and corrective feedback,Send agenda,-2.0883,-2.4313,-1.7454,True
Positive and corrective feedback,Supervision fidelity,-1.9748,-2.3177,-1.6318,True
Positive and corrective feedback,Supervision schedule,-1.4164,-1.7594,-1.0734,True
Positive and corrective feedback,Supervision termination clause,0.1451,-0.1979,0.4881,False
Positive and corrective feedback,Supervisory study groups,-2.3628,-2.7057,-2.0198,True
Positive and corrective feedback,Take baseline,-1.5237,-1.8666,-1.1807,True
Positive and corrective feedback,Training and supervision,-0.2167,-0.7804,0.347,False
Positive and corrective feedback,Written evaluation system,-1.0473,-1.3903,-0.7043,True
Positive and corrective feedback,Written supervision contract,0.1767,-0.1663,0.5196,False
Practice skill set,Professional groups,-1.1798,-1.5228,-0.8368,True
Practice skill set,Return communications within 48,0.7445,0.4015,1.0874,True
Practice skill set,Review literature,0.2145,-0.1285,0.5575,False
Practice skill set,Review supervision contract,0.6278,0.2848,0.9707,True
Practice skill set,Schedule contacts,0.2871,-0.0559,0.63,False
Practice skill set,Schedule direct observations,0.5584,0.2154,0.9013,True
Practice skill set,Schedule standing appointments,0.142,-0.201,0.4849,False
Practice skill set,Seek mentorship,-0.4069,-0.7499,-0.064,True
Practice skill set,Self-assess interpersonal skills,0.4227,0.0797,0.7657,True
Practice skill set,Send agenda,-1.4322,-1.7751,-1.0892,True
Practice skill set,Supervision fidelity,-1.3186,-1.6616,-0.9756,True
Practice skill set,Supervision schedule,-0.7603,-1.1032,-0.4173,True
Practice skill set,Supervision termination clause,0.8013,0.4583,1.1442,True
Practice skill set,Supervisory study groups,-1.7066,-2.0496,-1.3637,True
Practice skill set,Take baseline,-0.8675,-1.2105,-0.5245,True
Practice skill set,Training and supervision,0.4394,-0.1243,1.0032,False
Practice skill set,Written evaluation system,-0.3912,-0.7341,-0.0482,True
Practice skill set,Written supervision contract,0.8328,0.4898,1.1758,True
Professional groups,Return communications within 48,1.9243,1.5813,2.2673,True
Professional groups,Review literature,1.3943,1.0514,1.7373,True
Professional groups,Review supervision contract,1.8076,1.4646,2.1505,True
Professional groups,Schedule contacts,1.4669,1.1239,1.8098,True
Professional groups,Schedule direct observations,1.7382,1.3952,2.0811,True
Professional groups,Schedule standing appointments,1.3218,0.9788,1.6647,True
Professional groups,Seek mentorship,0.7729,0.4299,1.1158,True
Professional groups,Self-assess interpersonal skills,1.6025,1.2596,1.9455,True
Professional groups,Send agenda,-0.2524,-0.5953,0.0906,False
Professional groups,Supervision fidelity,-0.1388,-0.4818,0.2042,False
Professional groups,Supervision schedule,0.4196,0.0766,0.7625,True
Professional groups,Supervision termination clause,1.9811,1.6381,2.324,True
Professional groups,Supervisory study groups,-0.5268,-0.8698,-0.1838,True
Professional groups,Take baseline,0.3123,-0.0307,0.6553,False
Professional groups,Training and supervision,1.6193,1.0556,2.183,True
Professional groups,Written evaluation system,0.7886,0.4457,1.1316,True
Professional groups,Written supervision contract,2.0126,1.6696,2.3556,True
Return communications within 48,Review literature,-0.53,-0.8729,-0.187,True
Return communications within 48,Review supervision contract,-0.1167,-0.4597,0.2263,False
Return communications within 48,Schedule contacts,-0.4574,-0.8004,-0.1144,True
Return communications within 48,Schedule direct observations,-0.1861,-0.5291,0.1569,False
Return communications within 48,Schedule standing appointments,-0.6025,-0.9455,-0.2596,True
Return communications within 48,Seek mentorship,-1.1514,-1.4944,-0.8084,True
Return communications within 48,Self-assess interpersonal skills,-0.3218,-0.6647,0.0212,False
Return communications within 48,Send agenda,-2.1767,-2.5196,-1.8337,True
Return communications within 48,Supervision fidelity,-2.0631,-2.4061,-1.7201,True
Return communications within 48,Supervision schedule,-1.5047,-1.8477,-1.1618,True
Return communications within 48,Supervision termination clause,0.0568,-0.2862,0.3998,False
Return communications within 48,Supervisory study groups,-2.4511,-2.7941,-2.1081,True
Return communications within 48,Take baseline,-1.612,-1.955,-1.269,True
Return communications within 48,Training and supervision,-0.305,-0.8687,0.2587,False
Return communications within 48,Written evaluation system,-1.1356,-1.4786,-0.7927,True
Return communications within 48,Written supervision contract,0.0883,-0.2546,0.4313,False
Review literature,Review supervision contract,0.4132,0.0703,0.7562,True
Review literature,Schedule contacts,0.0726,-0.2704,0.4155,False
Review literature,Schedule direct observations,0.3438,0.0009,0.6868,True
Review literature,Schedule standing appointments,-0.0726,-0.4155,0.2704,False
Review literature,Seek mentorship,-0.6215,-0.9644,-0.2785,True
Review literature,Self-assess interpersonal skills,0.2082,-0.1348,0.5512,False
Review literature,Send agenda,-1.6467,-1.9897,-1.3037,True
Review literature,Supervision fidelity,-1.5331,-1.8761,-1.1902,True
Review literature,Supervision schedule,-0.9748,-1.3177,-0.6318,True
Review literature,Supervision termination clause,0.5868,0.2438,0.9297,True
Review literature,Supervisory study groups,-1.9211,-2.2641,-1.5782,True
Review literature,Take baseline,-1.082,-1.425,-0.739,True
Review literature,Training and supervision,0.2249,-0.3388,0.7886,False
Review literature,Written evaluation system,-0.6057,-0.9486,-0.2627,True
Review literature,Written supervision contract,0.6183,0.2753,0.9613,True
Review supervision contract,Schedule contacts,-0.3407,-0.6837,0.0023,False
Review supervision contract,Schedule direct observations,-0.0694,-0.4124,0.2736,False
Review supervision contract,Schedule standing appointments,-0.4858,-0.8288,-0.1428,True
Review supervision contract,Seek mentorship,-1.0347,-1.3777,-0.6917,True
Review supervision contract,Self-assess interpersonal skills,-0.205,-0.548,0.1379,False
Review supervision contract,Send agenda,-2.0599,-2.4029,-1.717,True
Review supervision contract,Supervision fidelity,-1.9464,-2.2893,-1.6034,True
Review supervision contract,Supervision schedule,-1.388,-1.731,-1.045,True
Review supervision contract,Supervision termination clause,0.1735,-0.1695,0.5165,False
Review supervision contract,Supervisory study groups,-2.3344,-2.6774,-1.9914,True
Review supervision contract,Take baseline,-1.4953,-1.8382,-1.1523,True
Review supervision contract,Training and supervision,-0.1883,-0.752,0.3754,False
Review supervision contract,Written evaluation system,-1.0189,-1.3619,-0.676,True
Review supervision contract,Written supervision contract,0.205,-0.1379,0.548,False
Schedule contacts,Schedule direct observations,0.2713,-0.0717,0.6143,False
Schedule contacts,Schedule standing appointments,-0.1451,-0.4881,0.1979,False
Schedule contacts,Seek mentorship,-0.694,-1.037,-0.351,True
Schedule contacts,Self-assess interpersonal skills,0.1356,-0.2073,0.4786,False
Schedule contacts,Send agenda,-1.7192,-2.0622,-1.3763,True
Schedule contacts,Supervision fidelity,-1.6057,-1.9486,-1.2627,True
Schedule contacts,Supervision schedule,-1.0473,-1.3903,-0.7043,True
Schedule contacts,Supervision termination clause,0.5142,0.1712,0.8572,True
Schedule contacts,Supervisory study groups,-1.9937,-2.3367,-1.6507,True
Schedule contacts,Take baseline,-1.1546,-1.4975,-0.8116,True
Schedule contacts,Training and supervision,0.1524,-0.4113,0.7161,False
Schedule contacts,Written evaluation system,-0.6782,-1.0212,-0.3353,True
Schedule contacts,Written supervision contract,0.5457,0.2028,0.8887,True
Schedule direct observations,Schedule standing appointments,-0.4164,-0.7594,-0.0734,True
Schedule direct observations,Seek mentorship,-0.9653,-1.3083,-0.6223,True
Schedule direct observations,Self-assess interpersonal skills,-0.1356,-0.4786,0.2073,False
Schedule direct observations,Send agenda,-1.9905,-2.3335,-1.6476,True
Schedule direct observations,Supervision fidelity,-1.877,-2.2199,-1.534,True
Schedule direct observations,Supervision schedule,-1.3186,-1.6616,-0.9756,True
Schedule direct observations,Supervision termination clause,0.2429,-0.1001,0.5859,False
Schedule direct observations,Supervisory study groups,-2.265,-2.608,-1.922,True
Schedule direct observations,Take baseline,-1.4259,-1.7688,-1.0829,True
Schedule direct observations,Training and supervision,-0.1189,-0.6826,0.4448,False
Schedule direct observations,Written evaluation system,-0.9495,-1.2925,-0.6066,True
Schedule direct observations,Written supervision contract,0.2744,-0.0685,0.6174,False
Schedule standing appointments,Seek mentorship,-0.5489,-0.8919,-0.2059,True
Schedule standing appointments,Self-assess interpersonal skills,0.2808,-0.0622,0.6237,False
Schedule standing appointments,Send agenda,-1.5741,-1.9171,-1.2312,True
Schedule standing appointments,Supervision fidelity,-1.4606,-1.8035,-1.1176,True
Schedule standing appointments,Supervision schedule,-0.9022,-1.2452,-0.5592,True
Schedule standing appointments,Supervision termination clause,0.6593,0.3163,1.0023,True
Schedule standing appointments,Supervisory study groups,-1.8486,-2.1916,-1.5056,True
Schedule standing appointments,Take baseline,-1.0095,-1.3524,-0.6665,True
Schedule standing appointments,Training and supervision,0.2975,-0.2662,0.8612,False
Schedule standing appointments,Written evaluation system,-0.5331,-0.8761,-0.1902,True
Schedule standing appointments,Written supervision contract,0.6909,0.3479,1.0338,True
Seek mentorship,Self-assess interpersonal skills,0.8297,0.4867,1.1726,True
Seek mentorship,Send agenda,-1.0252,-1.3682,-0.6823,True
Seek mentorship,Supervision fidelity,-0.9117,-1.2546,-0.5687,True
Seek mentorship,Supervision schedule,-0.3533,-0.6963,-0.0103,True
Seek mentorship,Supervision termination clause,1.2082,0.8652,1.5512,True
Seek mentorship,Supervisory study groups,-1.2997,-1.6427,-0.9567,True
Seek mentorship,Take baseline,-0.4606,-0.8035,-0.1176,True
Seek mentorship,Training and supervision,0.8464,0.2827,1.4101,True
Seek mentorship,Written evaluation system,0.0158,-0.3272,0.3587,False
Seek mentorship,Written supervision contract,1.2397,0.8968,1.5827,True
Self-assess interpersonal skills,Send agenda,-1.8549,-2.1979,-1.5119,True
Self-assess interpersonal skills,Supervision fidelity,-1.7413,-2.0843,-1.3984,True
Self-assess interpersonal skills,Supervision schedule,-1.183,-1.5259,-0.84,True
Self-assess interpersonal skills,Supervision termination clause,0.3785,0.0356,0.7215,True
Self-assess interpersonal skills,Supervisory study groups,-2.1293,-2.4723,-1.7864,True
Self-assess interpersonal skills,Take baseline,-1.2902,-1.6332,-0.9473,True
Self-assess interpersonal skills,Training and supervision,0.0167,-0.547,0.5804,False
Self-assess interpersonal skills,Written evaluation system,-0.8139,-1.1569,-0.4709,True
Self-assess interpersonal skills,Written supervision contract,0.4101,0.0671,0.7531,True
Send agenda,Supervision fidelity,0.1136,-0.2294,0.4565,False
Send agenda,Supervision schedule,0.6719,0.329,1.0149,True
Send agenda,Supervision termination clause,2.2334,1.8905,2.5764,True
Send agenda,Supervisory study groups,-0.2744,-0.6174,0.0685,False
Send agenda,Take baseline,0.5647,0.2217,0.9076,True
Send agenda,Training and supervision,1.8716,1.3079,2.4353,True
Send agenda,Written evaluation system,1.041,0.698,1.384,True
Send agenda,Written supervision contract,2.265,1.922,2.608,True
Supervision fidelity,Supervision schedule,0.5584,0.2154,0.9013,True
Supervision fidelity,Supervision termination clause,2.1199,1.7769,2.4628,True
Supervision fidelity,Supervisory study groups,-0.388,-0.731,-0.045,True
Supervision fidelity,Take baseline,0.4511,0.1081,0.7941,True
Supervision fidelity,Training and supervision,1.7581,1.1944,2.3218,True
Supervision fidelity,Written evaluation system,0.9274,0.5845,1.2704,True
Supervision fidelity,Written supervision contract,2.1514,1.8084,2.4944,True
Supervision schedule,Supervision termination clause,1.5615,1.2185,1.9045,True
Supervision schedule,Supervisory study groups,-0.9464,-1.2893,-0.6034,True
Supervision schedule,Take baseline,-0.1073,-0.4502,0.2357,False
Supervision schedule,Training and supervision,1.1997,0.636,1.7634,True
Supervision schedule,Written evaluation system,0.3691,0.0261,0.7121,True
Supervision schedule,Written supervision contract,1.5931,1.2501,1.936,True
Supervision termination clause,Supervisory study groups,-2.5079,-2.8509,-2.1649,True
Supervision termination clause,Take baseline,-1.6688,-2.0117,-1.3258,True
Supervision termination clause,Training and supervision,-0.3618,-0.9255,0.2019,False
Supervision termination clause,Written evaluation system,-1.1924,-1.5354,-0.8495,True
Supervision termination clause,Written supervision contract,0.0315,-0.3114,0.3745,False
Supervisory study groups,Take baseline,0.8391,0.4961,1.1821,True
Supervisory study groups,Training and supervision,2.1461,1.5824,2.7098,True
Supervisory study groups,Written evaluation system,1.3155,0.9725,1.6584,True
Supervisory study groups,Written supervision contract,2.5394,2.1965,2.8824,True
Take baseline,Training and supervision,1.307,0.7433,1.8707,True
Take baseline,Written evaluation system,0.4763,0.1334,0.8193,True
Take baseline,Written supervision contract,1.7003,1.3573,2.0433,True
Training and supervision,Written evaluation system,-0.8306,-1.3943,-0.2669,True
Training and supervision,Written supervision contract,0.3934,-0.1703,0.9571,False
Written evaluation system,Written supervision contract,1.224,0.881,1.5669,True
